locusName	rice.defline	Pfam	Panther	KOG	KO	Best.hit.arabi.name	arabi.symbol	Best.hit.rice.name	rice.symbol
Sobic.003G210900	protein kinase, putative, expressed	PF00069	PTHR27001,PTHR27001:SF152	KOG1187		AT3G13690.1		LOC_Os01g41870.1	NA
Sobic.003G211000									NA
Sobic.003G211100	hyaluronan/mRNA binding family domain containing protein, expressed	PF09598,PF04774	PTHR12299,PTHR12299:SF26	KOG2945	K13199	AT4G17520.1		LOC_Os01g41880.1	NA
Sobic.003G211200	Myb transcription factor, putative, expressed	PF00249	PTHR12374,PTHR12374:SF27			AT5G47390.1		LOC_Os01g41900.1	NA
Sobic.003G211233									NA
Sobic.003G211266									NA
Sobic.003G211300	csAtPR5, putative, expressed		PTHR33065,PTHR33065:SF1					LOC_Os08g04580.1	NA
Sobic.003G211400	OsFBX9 - F-box domain containing protein, expressed		PTHR33207,PTHR33207:SF4					LOC_Os01g32640.1	NA
Sobic.003G211500	oxidoreductase, aldo/keto reductase family protein, putative, expressed					AT2G21260.1		LOC_Os02g03100.1	NA
Sobic.003G211600									NA
Sobic.003G211700	expressed protein	PF12937	PTHR31264,PTHR31264:SF4					LOC_Os01g41950.1	NA
Sobic.003G211800	expressed protein	PF12937	PTHR31264,PTHR31264:SF4					LOC_Os01g41950.1	NA
Sobic.003G211900	expressed protein	PF12937	PTHR31264,PTHR31264:SF4			AT5G07610.1		LOC_Os01g41950.1	NA
Sobic.003G212000	OsCML12 - Calmodulin-related calcium sensor protein, expressed	PF13499	PTHR10891,PTHR10891:SF617	KOG0027	K13448	AT1G18530.1		LOC_Os01g41990.1	NA
Sobic.003G212100	expressed protein	PF03661	PTHR30603,PTHR30603:SF21			AT3G02420.1		LOC_Os01g42010.1	NA
Sobic.003G212300	mitochondrial chaperone BCS1, putative, expressed	PF00004,PF14363	PTHR23070,PTHR23070:SF22			AT3G50930.1	BCS1	LOC_Os01g42030.1	NA
Sobic.003G212400	DNL zinc finger domain containing protein, putative, expressed	PF05180	PTHR20922,PTHR20922:SF17	KOG3277	K17808	AT1G68730.1		LOC_Os01g42050.1	NA
Sobic.003G212500	heat shock protein DnaJ, putative, expressed	PF07743	PTHR14021,PTHR14021:SF15	KOG3192	K04082	AT5G06410.1		LOC_Os12g27070.1	NA
Sobic.003G212600	ubiquitin-conjugating enzyme, putative, expressed	PF00179	PTHR24067:SF59,PTHR24067	KOG0417	K13960	AT3G24515.1	UBC37	LOC_Os01g42040.1	NA
Sobic.003G212700	expressed protein		PTHR37253			AT5G16020.1	GEX3	LOC_Os01g42060.1	NA
Sobic.003G212800	kinesin motor domain containing protein, putative, expressed	PF00225	PTHR24115,PTHR24115:SF372	KOG0242	K10401	AT1G18550.1		LOC_Os01g42070.1	NA
Sobic.003G212900	zinc ion binding protein, putative, expressed	PF07967	PTHR15835,PTHR15835:SF2	KOG4765		AT1G48950.1		LOC_Os01g42080.1	NA
Sobic.003G213000	nodulin MtN3 family protein, putative, expressed	PF03083	PTHR10791,PTHR10791:SF62	KOG1623	K15382	AT5G62850.1	AtVEX1	LOC_Os01g42090.1	NA
Sobic.003G213100	AAA-type ATPase family protein, putative, expressed	PF05496	PTHR23074,PTHR23074:SF100	KOG0737		AT1G64110.2		LOC_Os01g43480.1	NA
Sobic.003G213300	expressed protein		PTHR33237			AT1G49000.1		LOC_Os01g42130.1	NA
Sobic.003G213400	expressed protein		PTHR36712,PTHR36712:SF1			AT1G14990.1		LOC_Os01g42120.1	NA
Sobic.003G213500	expressed protein		PTHR33237,PTHR33237:SF3			AT1G49000.1		LOC_Os01g42130.1	NA
Sobic.003G213600									NA
Sobic.003G213700	expressed protein	PF08312	PTHR32093:SF13,PTHR32093			AT3G49601.1		LOC_Os04g51960.1	NA
Sobic.003G213800	1,4-alpha-glucan-branching enzyme, putative, expressed	PF02922,PF00128,PF02806	PTHR10357,PTHR10357:SF119		K00700	AT3G20440.2	BE1,EMB2729	LOC_Os06g26234.2	NA
Sobic.003G213900	expressed protein		PTHR31460,PTHR31460:SF3			AT2G01410.1		LOC_Os01g42140.1	NA
Sobic.003G214000	heat shock protein DnaJ, putative, expressed	PF00226	PTHR24078			AT1G71000.1		LOC_Os01g42190.1	NA
Sobic.003G214100	expressed protein							LOC_Os01g42200.1	NA
Sobic.003G214200	retrotransposon protein, putative, unclassified, expressed							LOC_Os08g07230.1	NA
Sobic.003G214300	expressed protein		PTHR36076			AT5G57230.1		LOC_Os06g28740.1	NA
Sobic.003G214400	amino acid permease family protein, putative, expressed	PF00324	PTHR11785,PTHR11785:SF367	KOG1289		AT2G01170.1	BAT1	LOC_Os01g42234.1	NA
Sobic.003G214500	ubiquitin-like protein SMT3, putative, expressed	PF11976	PTHR10562,PTHR10562:SF15	KOG1769		AT1G68185.1		LOC_Os07g38690.1	NA
Sobic.003G214600	transcriptional corepressor LEUNIG, putative, expressed	PF08513,PF00400	PTHR22847,PTHR22847:SF419	KOG0266		AT4G32551.2	LUG,RON2	LOC_Os01g42260.1	NA
Sobic.003G214650									NA
Sobic.003G214700	transcriptional corepressor LEUNIG, putative, expressed	PF08513,PF00400	PTHR22847,PTHR22847:SF419	KOG0266		AT4G32551.1	LUG,RON2	LOC_Os01g42260.1	NA
Sobic.003G214800	pentatricopeptide, putative, expressed	PF12854,PF01535,PF13041	PTHR24015,PTHR24015:SF777			AT5G55740.1	CRR21	LOC_Os01g42280.1	NA
Sobic.003G214850									NA
Sobic.003G214900	inactive receptor kinase At2g26730 precursor, putative, expressed	PF08263,PF13855,PF00069	PTHR27008,PTHR27008:SF24	KOG1187		AT2G26730.1		LOC_Os01g42294.1	NA
Sobic.003G215100	expressed protein	PF05078	PTHR31621,PTHR31621:SF7			AT3G02430.1		LOC_Os07g22510.1	NA
Sobic.003G215200	expressed protein	PF05078	PTHR31621,PTHR31621:SF7			AT4G24310.1		LOC_Os07g22510.1	NA
Sobic.003G215300	pleiotropic drug resistance protein, putative, expressed	PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF273			AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	LOC_Os01g42350.1	NA
Sobic.003G215350									NA
Sobic.003G215400	pleiotropic drug resistance protein, putative, expressed	PF14510,PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF273			AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	LOC_Os01g42380.1	NA
Sobic.003G215500	STE_MEK_ste7_MAP2K.3 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed	PF07714	PTHR24361,PTHR24361:SF397	KOG0581		AT1G73500.1	ATMKK9,MKK9	LOC_Os01g42400.1	NA
Sobic.003G215600	pleiotropic drug resistance protein, putative, expressed	PF14510,PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF273			AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	LOC_Os01g42380.1	NA
Sobic.003G215700	ATP synthase epsilon chain, mitochondrial, putative, expressed	PF04627	PTHR12448,PTHR12448:SF0	KOG3495	K02135	AT1G51650.1		LOC_Os08g15170.1	NA
Sobic.003G215800	pleiotropic drug resistance protein, putative, expressed	PF14510,PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF273			AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	LOC_Os01g42380.1	NA
Sobic.003G215900	appr-1-p processing enzyme family protein, putative, expressed		PTHR11106,PTHR11106:SF65			AT1G69340.1		LOC_Os03g05660.1	NA
Sobic.003G216000	pleiotropic drug resistance protein, putative, expressed	PF14510,PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF273			AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	LOC_Os01g42380.1	NA
Sobic.003G216100									NA
Sobic.003G216166	pleiotropic drug resistance protein, putative, expressed	PF00005,PF01061	PTHR19241,PTHR19241:SF273	KOG0061		AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	LOC_Os01g42380.1	NA
Sobic.003G216232	pleiotropic drug resistance protein, putative, expressed	PF14510,PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF273			AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	LOC_Os01g42380.1	NA
Sobic.003G216300	pleiotropic drug resistance protein, putative, expressed	PF01061,PF00005,PF08370	PTHR19241:SF264,PTHR19241			AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	LOC_Os01g42410.1	NA
Sobic.003G216400	expressed protein		PTHR31245,PTHR31245:SF5			AT5G32440.1		LOC_Os09g03090.1	NA
Sobic.003G216500	vacuolar ATP synthase, putative, expressed	PF00137	PTHR10263,PTHR10263:SF10	KOG0233	K03661	AT4G32530.1		LOC_Os01g42430.1	NA
Sobic.003G216600	BAH domain containing protein, expressed	PF01426	PTHR12505,PTHR12505:SF19			AT5G11470.1		LOC_Os01g42460.1	NA
Sobic.003G216700	acetyltransferase, GNAT family, putative, expressed	PF00583	PTHR23091,PTHR23091:SF46	KOG3138		AT5G11340.1		LOC_Os01g42470.1	NA
Sobic.003G216800	OsMADS91 - MADS-box family gene with M-beta type-box, expressed	PF00319	PTHR11945,PTHR11945:SF207			AT1G01530.1	AGL28	LOC_Os01g11510.1	NA
Sobic.003G216901	OsMADS91 - MADS-box family gene with M-beta type-box, expressed	PF00319	PTHR11945,PTHR11945:SF207			AT1G01530.1	AGL28	LOC_Os01g11510.1	NA
Sobic.003G217000	expressed protein		PTHR34397,PTHR34397:SF3					LOC_Os08g18060.1	NA
Sobic.003G217100	Yip1 domain containing protein, expressed	PF04893	PTHR12822	KOG3114		AT5G27490.1		LOC_Os01g42480.1	NA
Sobic.003G217200	endonuclease/exonuclease/phosphatase family domain containing protein, expressed	PF03372	PTHR12121,PTHR12121:SF48	KOG0620		AT5G11350.1		LOC_Os01g42490.1	NA
Sobic.003G217300	zinc finger, C3HC4 type family protein, expressed	PF12906	PTHR23012,PTHR23012:SF54			AT1G11020.1		LOC_Os08g29590.1	NA
Sobic.003G217400	zinc finger, C3HC4 type family protein, expressed	PF12906	PTHR23012:SF54,PTHR23012	KOG1609		AT1G11020.1		LOC_Os01g42500.1	NA
Sobic.003G217500	expressed protein		PTHR13723,PTHR13723:SF175					LOC_Os01g42510.1	NA
Sobic.003G217566									NA
Sobic.003G217632	expressed protein	PF04862	PTHR31265,PTHR31265:SF3			AT5G25460.1		LOC_Os01g42520.1	NA
Sobic.003G217700									NA
Sobic.003G217800	ras-related protein, putative, expressed	PF08477	PTHR24071	KOG0096	K07936	AT5G55190.1	ATRAN3,RAN3	LOC_Os05g49890.1	NA
Sobic.003G217900	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF173			AT5G03610.1		LOC_Os04g55660.1	NA
Sobic.003G218000	agenet domain containing protein, putative, expressed	PF05641,PF03735	PTHR31917,PTHR31917:SF10			AT5G20030.1		LOC_Os02g11000.1	NA
Sobic.003G218100			PTHR34189,PTHR34189:SF1						NA
Sobic.003G218200	pentatricopeptide containing protein, putative, expressed	PF01535,PF13041	PTHR24015,PTHR24015:SF647			AT3G54980.1		LOC_Os01g42620.2	NA
Sobic.003G218300	C-5 cytosine-specific DNA methylase, putative, expressed	PF00145	PTHR10629	KOG0919	K15336	AT5G25480.1	AtDNMT2,DNMT2	LOC_Os01g42630.3	NA
Sobic.003G218400	cytochrome c oxidase subunit 5B, mitochondrial precursor, putative, expressed	PF01215	PTHR10122,PTHR10122:SF3		K02265	AT1G80230.1		LOC_Os01g42650.1	NA
Sobic.003G218450									NA
Sobic.003G218500	OsPOP2 - Putative Prolyl Oligopeptidase homologue, expressed	PF12695	PTHR10655,PTHR10655:SF28	KOG2112		AT1G52700.1		LOC_Os01g42690.1	NA
Sobic.003G218600	expressed protein	PF07800	PTHR31197,PTHR31197:SF5			AT3G25910.1		LOC_Os01g42700.3	NA
Sobic.003G218700	retrotransposon protein, putative, unclassified, expressed	PF06943	PTHR31747,PTHR31747:SF4			AT4G21610.1	LOL2	LOC_Os01g42710.1	NA
Sobic.003G218801	expressed protein		PTHR15852,PTHR15852:SF19			AT1G75690.1		LOC_Os01g42720.2	NA
Sobic.003G218900	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF210			AT2G27360.1		LOC_Os01g42730.1	NA
Sobic.003G218950									NA
Sobic.003G219000	integral membrane protein TmpA, putative, expressed		PTHR33927,PTHR33927:SF1			AT4G18540.1		LOC_Os01g42760.1	NA
Sobic.003G219100	expressed protein	PF09585	PTHR34784			AT1G29040.1		LOC_Os01g42770.1	NA
Sobic.003G219200	MEE18, putative, expressed	PF01933	PTHR31240			AT2G34090.1	MEE18	LOC_Os01g42800.1	NA
Sobic.003G219300	leaf senescence related protein, putative, expressed	PF14416,PF13839	PTHR32285,PTHR32285:SF38			AT5G06700.1	TBR	LOC_Os01g42810.1	NA
Sobic.003G219400	RNA recognition motif containing protein, putative, expressed	PF14259,PF00076	PTHR24012,PTHR24012:SF490	KOG4205	K12741	AT3G15010.1		LOC_Os01g42820.3	NA
Sobic.003G219500	adaptin ear-binding coat-associated protein 2, putative, expressed	PF07933	PTHR12847,PTHR12847:SF4	KOG2500		AT3G58600.1		LOC_Os01g42830.1	NA
Sobic.003G219600	ThiF family domain containing protein, putative, expressed	PF00899,PF16420	PTHR10953,PTHR10953:SF3		K08337	AT5G45900.1	APG7,ATAPG7,ATATG7,ATG7	LOC_Os01g42850.2	NA
Sobic.003G219700	transferase family protein, putative, expressed	PF02458	PTHR31147,PTHR31147:SF7			AT3G62160.1		LOC_Os01g42870.1	NA
Sobic.003G219800	transferase family protein, putative, expressed	PF02458	PTHR31147,PTHR31147:SF2			AT3G62160.1		LOC_Os01g42880.1	NA
Sobic.003G220000	ABC-2 type transporter domain containing protein, expressed	PF00005,PF01061	PTHR19241,PTHR19241:SF182	KOG0061		AT1G53270.1		LOC_Os01g42900.1	NA
Sobic.003G220100									NA
Sobic.003G220200	protein kinase family protein, putative, expressed	PF00069	PTHR12984,PTHR12984:SF6	KOG2137	K17541	AT1G71410.1		LOC_Os01g42950.1	NA
Sobic.003G220266									NA
Sobic.003G220332									NA
Sobic.003G220400	expressed protein		PTHR33033,PTHR33033:SF19					LOC_Os01g09330.1	NA
Sobic.003G220500	TTL1, putative, expressed	PF00085,PF07719,PF13414	PTHR22904,PTHR22904:SF297	KOG0548		AT1G53300.1	TTL1	LOC_Os01g42960.1	NA
Sobic.003G220600	SNF7 domain containing protein, putative, expressed	PF03357	PTHR22761,PTHR22761:SF8	KOG1656	K12194	AT2G19830.1	SNF7.2,VPS32	LOC_Os09g09480.1	NA
Sobic.003G220700	zinc finger C-x8-C-x5-C-x3-H type family protein, expressed	PF00642	PTHR12547,PTHR12547:SF63	KOG1677		AT3G12680.1	HUA1	LOC_Os01g42970.2	NA
Sobic.003G220800	RNA recognition motif containing protein, putative, expressed	PF00076	PTHR24012,PTHR24012:SF458	KOG4205	K12741	AT3G13224.2		LOC_Os08g23120.1	NA
Sobic.003G220900	pex14, putative, expressed		PTHR23058,PTHR23058:SF3			AT5G62810.1	ATPEX14,PED2,PEX14	LOC_Os05g01090.1	NA
Sobic.003G221000	PPR repeat domain containing protein, putative, expressed	PF13041	PTHR24015,PTHR24015:SF917			AT4G36680.1		LOC_Os01g42990.1	NA
Sobic.003G221100	PPR repeat containing protein, expressed					AT1G62930.1		LOC_Os04g57900.1	NA
Sobic.003G221200	CTP synthase, putative, expressed	PF07722,PF06418	PTHR11550,PTHR11550:SF6		K01937	AT3G12670.1	emb2742	LOC_Os01g43020.1	NA
Sobic.003G221300									NA
Sobic.003G221400	tetratricopeptide repeat domain containing protein, expressed	PF00515,PF12569	PTHR22767,PTHR22767:SF2		K00670	AT1G80410.1	EMB2753	LOC_Os01g43030.1	NA
Sobic.003G221450									NA
Sobic.003G221500	CENP-C1, putative, expressed		PTHR16684			AT1G15660.1	CENP-C	LOC_Os01g43050.1	NA
Sobic.003G221600	expressed protein	PF15370	PTHR28674			AT1G71430.1		LOC_Os01g43060.1	NA
Sobic.003G221650									NA
Sobic.003G221700	psbP-related thylakoid lumenal protein 4, chloroplast precursor, putative, expressed	PF01789	PTHR31407,PTHR31407:SF7			AT5G11450.1		LOC_Os01g43070.1	NA
Sobic.003G221800	oxidoreductase, aldo/keto reductase family protein, putative, expressed	PF00248	PTHR11732,PTHR11732:SF253	KOG1575		AT1G60690.1		LOC_Os01g43090.1	NA
Sobic.003G221900	helix-loop-helix DNA-binding domain containing protein, expressed	PF00010	PTHR23042,PTHR23042:SF59			AT3G19860.1	bHLH121	LOC_Os02g23823.1	NA
Sobic.003G222000	metallo-beta-lactamase, putative, expressed	PF07521,PF16661,PF10996	PTHR11203,PTHR11203:SF37		K13148	AT2G01730.1	ATCPSF73-II,CPSF73-II,EDA26	LOC_Os09g23380.1	NA
Sobic.003G222101									NA
Sobic.003G222200	oxidoreductase, aldo/keto reductase family protein, putative, expressed	PF00248	PTHR11732,PTHR11732:SF253	KOG1575		AT1G60690.1		LOC_Os01g43090.1	NA
Sobic.003G222300	oxidoreductase, aldo/keto reductase family protein, putative, expressed	PF00248	PTHR11732,PTHR11732:SF253	KOG1575		AT1G60690.1		LOC_Os01g43090.1	NA
Sobic.003G222400	protein phosphatase 2C, putative, expressed	PF00481	PTHR13832,PTHR13832:SF277	KOG0698	K17506	AT5G53140.1		LOC_Os05g50970.1	NA
Sobic.003G222500	phosphoglucomutase, putative, expressed	PF00408,PF02879,PF02880,PF02878	PTHR22573,PTHR22573:SF2		K01835	AT5G51820.1	ATPGMP,PGM,PGM1,STF1	LOC_Os10g11140.1	NA
Sobic.003G222600	DEAD/DEAH box helicase, putative, expressed	PF00271,PF04851	PTHR24031:SF275,PTHR24031			AT5G08610.1		LOC_Os01g43120.1	NA
Sobic.003G222700	DEAD/DEAH box helicase, putative, expressed	PF04851,PF00271	PTHR24031,PTHR24031:SF275		K17679	AT5G08610.1		LOC_Os01g43120.1	NA
Sobic.003G222800	lipase, putative, expressed	PF01764	PTHR21493,PTHR21493:SF124			AT3G61680.1		LOC_Os01g43140.1	NA
Sobic.003G222900	OsFtsH9 FtsH protease, homologue of AtFtsH11, expressed	PF07728,PF01434	PTHR23076,PTHR23076:SF40		K08955	AT5G53170.1	FTSH11	LOC_Os01g43150.1	NA
Sobic.003G223000	pentatricopeptide, putative, expressed	PF01535,PF13041	PTHR24015,PTHR24015:SF818			AT4G21300.1		LOC_Os03g56850.1	NA
Sobic.003G223100	polygalacturonase, putative, expressed	PF12708	PTHR31339,PTHR31339:SF16			AT4G23820.1		LOC_Os01g43160.1	NA
Sobic.003G223200	polypyrimidine tract-binding protein, putative, expressed	PF14259,PF13893	PTHR24012,PTHR24012:SF386	KOG1190	K14948	AT5G53180.1	ATPTB2,PTB2	LOC_Os01g43170.1	NA
Sobic.003G223300	chitinase domain-containing protein 1 precursor, putative, expressed	PF00704	PTHR11177	KOG2091	K17525	AT4G01040.1		LOC_Os01g43220.1	NA
Sobic.003G223400	expressed protein	PF00249	PTHR10641,PTHR10641:SF620		K09422	AT4G01060.1	CPL3,ETC3	LOC_Os01g43230.2	NA
Sobic.003G223500	WD domain, G-beta repeat domain containing protein, expressed	PF00400	PTHR11024	KOG2445	K14299	AT1G64350.1	SEH1H	LOC_Os01g43250.1	NA
Sobic.003G223600	hydroquinone glucosyltransferase, putative, expressed	PF00201	PTHR11926,PTHR11926:SF255	KOG1192	K08237	AT4G01070.1	GT72B1,UGT72B1	LOC_Os01g43280.1	NA
Sobic.003G223700	hydroquinone glucosyltransferase, putative, expressed		PTHR11926,PTHR11926:SF255		K08237	AT1G01420.1	UGT72B3	LOC_Os01g43280.1	NA
Sobic.003G223800	transmembrane amino acid transporter protein, putative, expressed	PF01490	PTHR22950,PTHR22950:SF229	KOG1303		AT5G41800.1		LOC_Os01g43320.1	NA
Sobic.003G223900	extra-large G-protein-related, putative, expressed	PF11331	PTHR31105,PTHR31105:SF6			AT3G61670.1		LOC_Os01g43330.1	NA
Sobic.003G223950									NA
Sobic.003G224000	avr9/Cf-9 rapidly elicited protein 194, putative, expressed		PTHR33978,PTHR33978:SF1					LOC_Os06g33390.1	NA
Sobic.003G224100	OsGH3.5 - Probable indole-3-acetic acid-amido synthetase, expressed	PF03321	PTHR31901,PTHR31901:SF3		K14487	AT2G46370.4	FIN219,JAR1	LOC_Os05g50890.2	NA
Sobic.003G224200	protein kinase family protein, putative, expressed	PF00069,PF06760	PTHR23257,PTHR23257:SF432	KOG0192		AT1G64300.2		LOC_Os01g43350.1	NA
Sobic.003G224300	ribosomal protein L6, putative, expressed	PF00347	PTHR11655,PTHR11655:SF17		K02933	AT2G18400.1		LOC_Os03g51510.3	NA
Sobic.003G224400									NA
Sobic.003G224600	expressed protein		PTHR31827,PTHR31827:SF14			AT1G64140.1		LOC_Os01g43372.1	NA
Sobic.003G224700	glycosyltransferase family protein 1, putative, expressed	PF00534	PTHR12526,PTHR12526:SF412			AT4G01210.1		LOC_Os01g43380.1	NA
Sobic.003G224800	DNA methyltransferase protein, putative, expressed		PTHR23068:SF3,PTHR23068			AT5G14620.1	DMT7,DRM2	LOC_Os03g02010.4	NA
Sobic.003G224900									NA
Sobic.003G225000	OsFBX26 - F-box domain containing protein, expressed		PTHR31215,PTHR31215:SF4			AT5G46170.1		LOC_Os01g56390.1	NA
Sobic.003G225100	uroporphyrinogen decarboxylase, putative, expressed	PF01208	PTHR21091,PTHR21091:SF105	KOG2872	K01599	AT3G14930.2	HEME1	LOC_Os01g43390.1	NA
Sobic.003G225200	CAMK_CAMK_like.9 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	PF13499,PF07714	PTHR24349:SF147,PTHR24349	KOG0032	K13412	AT4G23650.1	CDPK6,CPK3	LOC_Os01g43410.1	NA
Sobic.003G225300	expressed protein		PTHR10460,PTHR10460:SF13			AT2G46225.2	ABIL1	LOC_Os01g43420.1	NA
Sobic.003G225500	TOO MANY MOUTHS precursor, putative, expressed	PF00560,PF13855	PTHR27000,PTHR27000:SF210	KOG0617		AT1G80080.1	AtRLP17,TMM	LOC_Os01g43440.1	NA
Sobic.003G225600	C4-dicarboxylate transporter/malic acid transport protein, expressed	PF03595	PTHR31269,PTHR31269:SF2			AT5G24030.1	SLAH3	LOC_Os01g43460.1	NA
Sobic.003G225700			PTHR34418,PTHR34418:SF1			AT1G55540.2	emb1011		NA
Sobic.003G225800	AAA-type ATPase family protein, putative, expressed	PF05496	PTHR23074,PTHR23074:SF100	KOG0737		AT1G64110.2		LOC_Os01g43480.1	NA
Sobic.003G225900	expressed protein	PF00168	PTHR23180,PTHR23180:SF273	KOG1030		AT1G48590.2		LOC_Os02g22130.1	NA
Sobic.003G226000	polygalacturonase, putative, expressed	PF12708	PTHR31375,PTHR31375:SF2		K01184	AT2G43870.1		LOC_Os01g43490.1	NA
Sobic.003G226100	expressed protein		PTHR33929,PTHR33929:SF2			AT5G52870.1		LOC_Os01g43510.1	NA
Sobic.003G226200	neutral ceramidase precursor, putative, expressed	PF17048,PF04734	PTHR12670,PTHR12670:SF4		K12349	AT2G38010.1		LOC_Os01g43520.1	NA
Sobic.003G226300	neutral ceramidase precursor, putative, expressed	PF04734,PF17048	PTHR12670:SF4,PTHR12670		K12349	AT2G38010.1		LOC_Os01g43520.1	NA
Sobic.003G226400	late embryogenesis abundant protein, putative, expressed	PF03168	PTHR31459,PTHR31459:SF6			AT2G46140.1		LOC_Os01g43530.1	NA
Sobic.003G226500	suppressor of G2 allele of SKP1, putative, expressed	PF13414,PF04969,PF05002	PTHR22904,PTHR22904:SF344	KOG1309	K12795	AT4G11260.1	ATSGT1B,EDM1,ETA3,RPR1,SGT1B	LOC_Os01g43540.1	NA
Sobic.003G226600	WRKY12, expressed	PF03106	PTHR32096,PTHR32096:SF23			AT4G01250.1	AtWRKY22,WRKY22	LOC_Os01g43550.2	NA
Sobic.003G226700	kinesin motor domain containing protein, putative, expressed	PF00225	PTHR24115,PTHR24115:SF465		K10393	AT3G16060.1		LOC_Os01g43580.1	NA
Sobic.003G226800	HSF-type DNA-binding domain containing protein, expressed	PF00447	PTHR10015,PTHR10015:SF187		K09419	AT4G17750.1	ATHSF1,ATHSFA1A,HSF1,HSFA1A	LOC_Os01g43590.2	NA
Sobic.003G226900	aspartic proteinase nepenthesin-2 precursor, putative, expressed	PF14541	PTHR13683,PTHR13683:SF367	KOG1339		AT5G10770.1		LOC_Os06g20190.1	NA
Sobic.003G226950									NA
Sobic.003G227000	DUF623 domain containing protein, expressed	PF04844	PTHR33057,PTHR33057:SF12			AT2G18500.1	ATOFP7,OFP7	LOC_Os01g43610.1	NA
Sobic.003G227100	adaptin, putative, expressed	PF12717,PF09066	PTHR11134,PTHR11134:SF4			AT5G11490.1		LOC_Os01g43630.2	NA
Sobic.003G227200	mitochondrial import receptor subunit TOM7-1, putative, expressed	PF08038	PTHR34944,PTHR34944:SF2	KOG4449	K17771	AT5G41685.1		LOC_Os05g50654.1	NA
Sobic.003G227300	WRKY11, expressed	PF03106	PTHR31221,PTHR31221:SF37			AT4G18170.1	ATWRKY28,WRKY28	LOC_Os01g43650.2	NA
